DateTimeStamp,Date,Time,Temp,Sal,Turb,Attack
5/1/2011 11:30,5/1/2011,11:30,14.6,33.2,7,N
5/2/2011 11:30,5/2/2011,11:30,15.7,33.3,7,N
5/3/2011 11:30,5/3/2011,11:30,15.6,32.7,3,N
5/4/2011 11:30,5/4/2011,11:30,17.1,32.9,4,N
5/5/2011 11:30,5/5/2011,11:30,19.1,35.5,12,N
5/6/2011 11:30,5/6/2011,11:30,19.1,34.6,9,N
5/7/2011 11:30,5/7/2011,11:30,19.6,35.1,6,N
5/8/2011 11:30,5/8/2011,11:30,17,33.6,5,N
5/9/2011 11:30,5/9/2011,11:30,16.6,34.6,5,N
5/10/2011 11:30,5/10/2011,11:30,16.1,36.3,4,N
5/11/2011 11:30,5/11/2011,11:30,15,38.1,4,N
5/12/2011 11:30,5/12/2011,11:30,17.4,39,6,N
5/13/2011 11:30,5/13/2011,11:30,14.6,33.5,5,N
5/14/2011 11:30,5/14/2011,11:30,17.3,36.1,6,N
5/15/2011 11:30,5/15/2011,11:30,19.3,32.3,7,N
5/16/2011 11:30,5/16/2011,11:30,16.5,32.3,7,N
5/17/2011 11:30,5/17/2011,11:30,14.7,30.8,8,N
5/18/2011 11:30,5/18/2011,11:30,18.6,30.3,21,N
5/19/2011 11:30,5/19/2011,11:30,19,31.1,11,N
5/20/2011 11:30,5/20/2011,11:30,18.8,31.3,8,N
5/21/2011 11:30,5/21/2011,11:30,21.8,31.4,7,N
5/22/2011 11:30,5/22/2011,11:30,21.1,31.9,10,N
5/23/2011 11:30,5/23/2011,11:30,20.5,32.4,13,N
5/24/2011 11:30,5/24/2011,11:30,18.3,35.3,17,N
5/25/2011 11:30,5/25/2011,11:30,18.1,35.2,,N
5/26/2011 11:30,5/26/2011,11:30,22.4,33.6,,N
5/27/2011 11:30,5/27/2011,11:30,20.2,36.2,,N
5/28/2011 11:30,5/28/2011,11:30,22.1,36.6,,N
5/29/2011 11:30,5/29/2011,11:30,21.9,33.7,,N
5/30/2011 11:30,5/30/2011,11:30,18.1,35,,N
5/31/2011 11:30,5/31/2011,11:30,20.6,38.9,10,N
6/1/2011 11:30,6/1/2011,11:30,17.9,35.6,5,N
6/2/2011 11:30,6/2/2011,11:30,17.8,36.4,5,N
6/3/2011 11:30,6/3/2011,11:30,16.5,35.6,4,N
6/4/2011 11:30,6/4/2011,11:30,17.1,34.1,8,N
6/5/2011 11:30,6/5/2011,11:30,18.9,33.9,6,N
6/6/2011 11:30,6/6/2011,11:30,21.1,34,6,Y
6/7/2011 11:30,6/7/2011,11:30,19.8,33.9,5,N
6/8/2011 11:30,6/8/2011,11:30,18.9,35.9,6,N
6/9/2011 11:30,6/9/2011,11:30,16.8,36.4,4,N
6/10/2011 11:30,6/10/2011,11:30,17.4,35.6,6,N
6/11/2011 11:30,6/11/2011,11:30,18.1,35.3,7,N
6/12/2011 11:30,6/12/2011,11:30,18.9,34.5,8,N
6/13/2011 11:30,6/13/2011,11:30,19.5,33.9,13,N
6/14/2011 11:30,6/14/2011,11:30,20.4,33.3,6,N
6/15/2011 11:30,6/15/2011,11:30,20.8,32.8,8,N
6/16/2011 11:30,6/16/2011,11:30,18.2,32.9,7,N
6/17/2011 11:30,6/17/2011,11:30,16.7,32.5,7,N
6/18/2011 11:30,6/18/2011,11:30,17.2,33.5,6,N
6/19/2011 11:30,6/19/2011,11:30,20,33.5,11,N
6/20/2011 11:30,6/20/2011,11:30,20.7,33.6,9,N
6/21/2011 11:30,6/21/2011,11:30,21.4,35.3,9,N
6/22/2011 11:30,6/22/2011,11:30,21.1,38.4,8,N
6/23/2011 11:30,6/23/2011,11:30,18.8,37.8,11,N
6/24/2011 11:30,6/24/2011,11:30,17.5,37.3,15,Y
6/25/2011 11:30,6/25/2011,11:30,16.5,36.8,11,N
6/26/2011 11:30,6/26/2011,11:30,18,36.1,7,N
6/27/2011 11:30,6/27/2011,11:30,,,,N
6/28/2011 11:30,6/28/2011,11:30,18.9,37.2,,N
6/29/2011 11:30,6/29/2011,11:30,17.9,33.9,,N
6/30/2011 11:30,6/30/2011,11:30,19.7,35.2,,N
7/1/2011 11:30,7/1/2011,11:30,21.1,35.3,,N
7/2/2011 11:30,7/2/2011,11:30,23.2,35.5,,N
7/3/2011 11:30,7/3/2011,11:30,22.6,35.2,,N
7/4/2011 11:30,7/4/2011,11:30,23.9,35.6,,N
7/5/2011 11:30,7/5/2011,11:30,23,35.5,9,N
7/6/2011 11:30,7/6/2011,11:30,23.4,35.6,6,N
7/7/2011 11:30,7/7/2011,11:30,21.9,37.6,6,N
7/8/2011 11:30,7/8/2011,11:30,20.6,37.1,5,N
7/9/2011 11:30,7/9/2011,11:30,18.2,36.2,6,N
7/10/2011 11:30,7/10/2011,11:30,18.7,35.6,8,N
7/11/2011 11:30,7/11/2011,11:30,18.7,35.2,5,N
7/12/2011 11:30,7/12/2011,11:30,18.7,35.1,5,N
7/13/2011 11:30,7/13/2011,11:30,19.6,34.8,5,N
7/14/2011 11:30,7/14/2011,11:30,20.2,34.7,7,N
7/15/2011 11:30,7/15/2011,11:30,19.1,34.5,5,N
7/16/2011 11:30,7/16/2011,11:30,19.8,34.4,5,N
7/17/2011 11:30,7/17/2011,11:30,21.3,34.6,10,N
7/18/2011 11:30,7/18/2011,11:30,20.4,34.3,,N
7/19/2011 11:30,7/19/2011,11:30,23,34.6,,N
7/20/2011 11:30,7/20/2011,11:30,21.7,37,,N
7/21/2011 11:30,7/21/2011,11:30,18.5,37.2,11,N
7/22/2011 11:30,7/22/2011,11:30,19.3,36.5,,N
7/23/2011 11:30,7/23/2011,11:30,18.7,36,,N
7/24/2011 11:30,7/24/2011,11:30,19.6,35.1,,N
7/25/2011 11:30,7/25/2011,11:30,20.8,35.1,,N
7/26/2011 11:30,7/26/2011,11:30,19.3,34.6,6,N
7/27/2011 11:30,7/27/2011,11:30,19.4,34.3,3,N
7/28/2011 11:30,7/28/2011,11:30,20,33.9,4,N
7/29/2011 11:30,7/29/2011,11:30,19.5,33.6,3,N
7/30/2011 11:30,7/30/2011,11:30,19.2,33,4,N
7/31/2011 11:30,7/31/2011,11:30,18.8,32.6,6,N
8/1/2011 11:30,8/1/2011,11:30,18.4,32.7,6,N
8/2/2011 11:30,8/2/2011,11:30,19.3,32.9,4,N
8/3/2011 11:30,8/3/2011,11:30,19.1,33,5,N
8/4/2011 11:30,8/4/2011,11:30,19.1,33.3,3,N
8/5/2011 11:30,8/5/2011,11:30,18.7,33.4,3,N
8/6/2011 11:30,8/6/2011,11:30,18.5,32.9,3,N
8/7/2011 11:30,8/7/2011,11:30,18,32.7,3,N
8/8/2011 11:30,8/8/2011,11:30,18,32.5,2,N
8/9/2011 11:30,8/9/2011,11:30,17.4,32.1,2,N
8/10/2011 11:30,8/10/2011,11:30,17.4,31.8,3,N
8/11/2011 11:30,8/11/2011,11:30,17.1,31.6,3,N
8/12/2011 11:30,8/12/2011,11:30,17.3,31.5,3,N
8/13/2011 11:30,8/13/2011,11:30,17.8,31.3,2,N
8/14/2011 11:30,8/14/2011,11:30,19.8,31.5,3,N
8/15/2011 11:30,8/15/2011,11:30,20.1,31.6,4,N
8/16/2011 11:30,8/16/2011,11:30,19.6,32.7,3,N
8/17/2011 11:30,8/17/2011,11:30,19.3,33.6,2,N
8/18/2011 11:30,8/18/2011,11:30,17.7,34.1,3,N
8/19/2011 11:30,8/19/2011,11:30,16.6,33.6,2,N
8/20/2011 11:30,8/20/2011,11:30,17.4,33.1,2,N
8/21/2011 11:30,8/21/2011,11:30,18.3,33,3,N
8/22/2011 11:30,8/22/2011,11:30,18.5,33.8,10,N
8/23/2011 11:30,8/23/2011,11:30,19.2,34.4,3,N
8/24/2011 11:30,8/24/2011,11:30,20.4,34.6,3,N
8/25/2011 11:30,8/25/2011,11:30,20.2,34.6,4,N
8/26/2011 11:30,8/26/2011,11:30,19.3,34.2,3,N
8/27/2011 11:30,8/27/2011,11:30,18.8,33.5,2,N
8/28/2011 11:30,8/28/2011,11:30,19.3,32.7,3,N
8/29/2011 11:30,8/29/2011,11:30,18.3,32.6,4,N
8/30/2011 11:30,8/30/2011,11:30,17.7,32.5,17,N
8/31/2011 11:30,8/31/2011,11:30,17.2,32.6,6,N
9/1/2011 11:30,9/1/2011,11:30,18.3,32.8,5,N
9/2/2011 11:30,9/2/2011,11:30,19.8,33.1,4,N
9/3/2011 11:30,9/3/2011,11:30,17.4,33.7,3,N
9/4/2011 11:30,9/4/2011,11:30,17,33.5,3,N
9/5/2011 11:30,9/5/2011,11:30,17.6,33.5,3,N
9/6/2011 11:30,9/6/2011,11:30,18.7,33.7,2,N
9/7/2011 11:30,9/7/2011,11:30,18.8,33.8,2,N
9/8/2011 11:30,9/8/2011,11:30,18.2,34,4,N
9/9/2011 11:30,9/9/2011,11:30,20.3,32.7,4,N
9/10/2011 11:30,9/10/2011,11:30,18.8,32.4,2,N
9/11/2011 11:30,9/11/2011,11:30,18.2,32.5,4,Y
9/12/2011 11:30,9/12/2011,11:30,19.2,32.5,4,N
9/13/2011 11:30,9/13/2011,11:30,20.3,32.6,5,N
9/14/2011 11:30,9/14/2011,11:30,19.8,32.7,4,N
9/15/2011 11:30,9/15/2011,11:30,18.7,32.8,3,N
9/16/2011 11:30,9/16/2011,11:30,18,32.9,4,N
9/17/2011 11:30,9/17/2011,11:30,17.7,33.7,2,N
9/18/2011 11:30,9/18/2011,11:30,16.7,34.2,2,N
9/19/2011 11:30,9/19/2011,11:30,17.4,34,,N
9/20/2011 11:30,9/20/2011,11:30,18.1,34.8,2,N
9/21/2011 11:30,9/21/2011,11:30,19.7,34.9,2,N
9/22/2011 11:30,9/22/2011,11:30,18.9,34.6,2,N
9/23/2011 11:30,9/23/2011,11:30,19.4,34.6,2,N
9/24/2011 11:30,9/24/2011,11:30,20.7,33.4,4,N
9/25/2011 11:30,9/25/2011,11:30,21.1,33,4,N
9/26/2011 11:30,9/26/2011,11:30,20.5,32.8,5,N
9/27/2011 11:30,9/27/2011,11:30,19.1,32.6,4,N
9/28/2011 11:30,9/28/2011,11:30,19,32.4,7,N
9/29/2011 11:30,9/29/2011,11:30,18.2,32.3,10,N
9/30/2011 11:30,9/30/2011,11:30,18,32.3,7,N
10/1/2011 11:30,10/1/2011,11:30,19.5,32.5,6,N
10/2/2011 11:30,10/2/2011,11:30,19,33.5,5,N
10/3/2011 11:30,10/3/2011,11:30,17.5,33.8,4,N
10/4/2011 11:30,10/4/2011,11:30,18.7,31.8,3,N
10/5/2011 11:30,10/5/2011,11:30,19,30.4,2,N
10/6/2011 11:30,10/6/2011,11:30,18.3,29.7,3,N
10/7/2011 11:30,10/7/2011,11:30,16.6,29.6,,N
10/8/2011 11:30,10/8/2011,11:30,18.9,30.3,,N
10/9/2011 11:30,10/9/2011,11:30,20.4,30.6,,N
10/10/2011 11:30,10/10/2011,11:30,19.5,30.7,,N
10/11/2011 11:30,10/11/2011,11:30,20.1,30.7,,N
10/12/2011 11:30,10/12/2011,11:30,20,30.8,,N
10/13/2011 11:30,10/13/2011,11:30,19.9,31,,N
10/14/2011 11:30,10/14/2011,11:30,20,31.2,,N
10/15/2011 11:30,10/15/2011,11:30,19.5,31.4,,N
10/16/2011 11:30,10/16/2011,11:30,19.7,31.5,,N
10/17/2011 11:30,10/17/2011,11:30,20.4,32.1,13,N
10/18/2011 11:30,10/18/2011,11:30,17.7,33,12,N
10/19/2011 11:30,10/19/2011,11:30,17.1,33.1,11,N
10/20/2011 11:30,10/20/2011,11:30,15.7,33.4,10,N
10/21/2011 11:30,10/21/2011,11:30,16.3,33.9,8,N
10/22/2011 11:30,10/22/2011,11:30,18.2,32.3,4,N
10/23/2011 11:30,10/23/2011,11:30,20.6,32.4,5,N
10/24/2011 11:30,10/24/2011,11:30,18,32.5,6,N
10/25/2011 11:30,10/25/2011,11:30,17.5,32.4,7,N
10/26/2011 11:30,10/26/2011,11:30,17.3,32.3,7,N
10/27/2011 11:30,10/27/2011,11:30,16,32,9,N
10/28/2011 11:30,10/28/2011,11:30,15.3,31.7,8,N
10/29/2011 11:30,10/29/2011,11:30,15.2,31.6,8,Y
10/30/2011 11:30,10/30/2011,11:30,16,31.7,10,N
10/31/2011 11:30,10/31/2011,11:30,16.6,31.8,8,N
5/1/2012 11:30,5/1/2012,11:30,18.5,,8,N
5/2/2012 11:30,5/2/2012,11:30,15.6,,7,N
5/3/2012 11:30,5/3/2012,11:30,15.6,,7,N
5/4/2012 11:30,5/4/2012,11:30,16.9,,8,N
5/5/2012 11:30,5/5/2012,11:30,15.5,,4,N
5/6/2012 11:30,5/6/2012,11:30,16.8,,4,Y
5/7/2012 11:30,5/7/2012,11:30,18.3,,6,N
5/8/2012 11:30,5/8/2012,11:30,19.6,,4,N
5/9/2012 11:30,5/9/2012,11:30,20.4,,8,N
5/10/2012 11:30,5/10/2012,11:30,19.7,,6,N
5/11/2012 11:30,5/11/2012,11:30,20,,6,N
5/12/2012 11:30,5/12/2012,11:30,18.4,,8,Y
5/13/2012 11:30,5/13/2012,11:30,16.7,,12,N
5/14/2012 11:30,5/14/2012,11:30,17,,10,N
5/15/2012 11:30,5/15/2012,11:30,17.2,,13,N
5/16/2012 11:30,5/16/2012,11:30,17,,9,N
5/17/2012 11:30,5/17/2012,11:30,17.4,,13,N
5/18/2012 11:30,5/18/2012,11:30,16.4,,10,N
5/19/2012 11:30,5/19/2012,11:30,16.5,,10,N
5/20/2012 11:30,5/20/2012,11:30,17.4,,18,N
5/21/2012 11:30,5/21/2012,11:30,19.1,,10,N
5/22/2012 11:30,5/22/2012,11:30,20.2,,10,N
5/23/2012 11:30,5/23/2012,11:30,19.3,,12,N
5/24/2012 11:30,5/24/2012,11:30,18.9,,8,N
5/25/2012 11:30,5/25/2012,11:30,18.9,,10,N
5/26/2012 11:30,5/26/2012,11:30,15.5,,29,N
5/27/2012 11:30,5/27/2012,11:30,17.2,,16,N
5/28/2012 11:30,5/28/2012,11:30,17.6,,17,N
5/29/2012 11:30,5/29/2012,11:30,18.4,,14,N
5/30/2012 11:30,5/30/2012,11:30,17.5,37.1,5,N
5/31/2012 11:30,5/31/2012,11:30,17.3,37.8,5,N
6/1/2012 11:30,6/1/2012,11:30,18.7,39.9,7,N
6/2/2012 11:30,6/2/2012,11:30,19.4,36.5,4,N
6/3/2012 11:30,6/3/2012,11:30,19.7,35.6,3,N
6/4/2012 11:30,6/4/2012,11:30,17.3,35,5,N
6/5/2012 11:30,6/5/2012,11:30,19,33.3,5,N
6/6/2012 11:30,6/6/2012,11:30,18.9,33.2,5,N
6/7/2012 11:30,6/7/2012,11:30,19.2,33.3,4,N
6/8/2012 11:30,6/8/2012,11:30,22.1,33.5,7,N
6/9/2012 11:30,6/9/2012,11:30,18.7,32.9,5,N
6/10/2012 11:30,6/10/2012,11:30,17.8,36.6,6,N
6/11/2012 11:30,6/11/2012,11:30,17.8,35,6,N
6/12/2012 11:30,6/12/2012,11:30,18.2,39.2,7,N
6/13/2012 11:30,6/13/2012,11:30,17.8,38.7,6,N
6/14/2012 11:30,6/14/2012,11:30,16.6,37.6,7,N
6/15/2012 11:30,6/15/2012,11:30,17.4,36.5,5,N
6/16/2012 11:30,6/16/2012,11:30,18.5,35.8,5,N
6/17/2012 11:30,6/17/2012,11:30,21.9,36.3,14,N
6/18/2012 11:30,6/18/2012,11:30,18.6,35.2,7,N
6/19/2012 11:30,6/19/2012,11:30,18.3,35.1,5,N
6/20/2012 11:30,6/20/2012,11:30,22.1,34.8,6,N
6/21/2012 11:30,6/21/2012,11:30,17.6,34.7,5,N
6/22/2012 11:30,6/22/2012,11:30,19.1,34.4,5,N
6/23/2012 11:30,6/23/2012,11:30,22.4,34.4,7,N
6/24/2012 11:30,6/24/2012,11:30,19.2,34.2,12,N
6/25/2012 11:30,6/25/2012,11:30,18.6,37.5,14,N
6/26/2012 11:30,6/26/2012,11:30,17.7,39.2,10,N
6/27/2012 11:30,6/27/2012,11:30,17.6,38.9,7,N
6/28/2012 11:30,6/28/2012,11:30,20,38.7,6,N
6/29/2012 11:30,6/29/2012,11:30,20.8,37.2,8,N
6/30/2012 11:30,6/30/2012,11:30,21.3,36.1,7,N
7/1/2012 11:30,7/1/2012,11:30,22.2,34.9,5,N
7/2/2012 11:30,7/2/2012,11:30,20.2,34.5,,N
7/3/2012 11:30,7/3/2012,11:30,20.7,34,6,N
7/4/2012 11:30,7/4/2012,11:30,18.9,33.6,5,N
7/5/2012 11:30,7/5/2012,11:30,18.7,33.1,9,N
7/6/2012 11:30,7/6/2012,11:30,21.1,33,6,N
7/7/2012 11:30,7/7/2012,11:30,20.1,32.9,4,Y
7/8/2012 11:30,7/8/2012,11:30,19.2,33.9,8,N
7/9/2012 11:30,7/9/2012,11:30,18.7,35.1,11,N
7/10/2012 11:30,7/10/2012,11:30,18,35,6,N
7/11/2012 11:30,7/11/2012,11:30,18.8,35,5,N
7/12/2012 11:30,7/12/2012,11:30,19.5,38.2,8,N
7/13/2012 11:30,7/13/2012,11:30,18.1,38,9,N
7/14/2012 11:30,7/14/2012,11:30,17.9,37.5,7,N
7/15/2012 11:30,7/15/2012,11:30,18.1,36.9,5,N
7/16/2012 11:30,7/16/2012,11:30,18.3,36.5,6,N
7/17/2012 11:30,7/17/2012,11:30,19.2,35.8,6,N
7/18/2012 11:30,7/18/2012,11:30,20.8,35.4,5,N
7/19/2012 11:30,7/19/2012,11:30,20.5,34.9,4,N
7/20/2012 11:30,7/20/2012,11:30,20.1,34.8,4,N
7/21/2012 11:30,7/21/2012,11:30,21.2,34.8,7,N
7/22/2012 11:30,7/22/2012,11:30,19,35.1,18,N
7/23/2012 11:30,7/23/2012,11:30,18.9,36.9,6,N
7/24/2012 11:30,7/24/2012,11:30,20.1,37.8,5,N
7/25/2012 11:30,7/25/2012,11:30,19.4,38.4,5,N
7/26/2012 11:30,7/26/2012,11:30,19.1,37.8,6,N
7/27/2012 11:30,7/27/2012,11:30,19.4,37.3,7,N
7/28/2012 11:30,7/28/2012,11:30,19.1,36.5,5,N
7/29/2012 11:30,7/29/2012,11:30,18.1,35.6,5,N
7/30/2012 11:30,7/30/2012,11:30,19.5,35.1,4,N
7/31/2012 11:30,7/31/2012,11:30,19.4,35,4,Y
8/1/2012 11:30,8/1/2012,11:30,19.6,34.5,8,N
8/2/2012 11:30,8/2/2012,11:30,20.1,33.8,6,N
8/3/2012 11:30,8/3/2012,11:30,18.9,33.8,6,N
8/4/2012 11:30,8/4/2012,11:30,18,33.9,6,N
8/5/2012 11:30,8/5/2012,11:30,17.8,33.9,5,N
8/6/2012 11:30,8/6/2012,11:30,17.9,34.5,4,N
8/7/2012 11:30,8/7/2012,11:30,18.5,36.5,6,N
8/8/2012 11:30,8/8/2012,11:30,18.3,36.8,4,N
8/9/2012 11:30,8/9/2012,11:30,19,37,5,N
8/10/2012 11:30,8/10/2012,11:30,20,36.9,5,N
8/11/2012 11:30,8/11/2012,11:30,19.6,36.9,4,N
8/12/2012 11:30,8/12/2012,11:30,19.2,36.5,5,N
8/13/2012 11:30,8/13/2012,11:30,19.7,36.3,5,N
8/14/2012 11:30,8/14/2012,11:30,19.8,35.9,6,N
8/15/2012 11:30,8/15/2012,11:30,19.6,35.8,5,N
8/16/2012 11:30,8/16/2012,11:30,21.4,35.6,6,N
8/17/2012 11:30,8/17/2012,11:30,22.2,34.7,9,N
8/18/2012 11:30,8/18/2012,11:30,21.8,34.4,8,N
8/19/2012 11:30,8/19/2012,11:30,21.9,34.4,9,N
8/20/2012 11:30,8/20/2012,11:30,21.2,34.9,7,N
8/21/2012 11:30,8/21/2012,11:30,19.6,37.6,5,N
8/22/2012 11:30,8/22/2012,11:30,17.4,37.7,4,N
8/23/2012 11:30,8/23/2012,11:30,17.9,37.2,5,N
8/24/2012 11:30,8/24/2012,11:30,18.1,36.9,5,N
8/25/2012 11:30,8/25/2012,11:30,17.9,36.6,5,N
8/26/2012 11:30,8/26/2012,11:30,18,36.2,5,N
8/27/2012 11:30,8/27/2012,11:30,16.4,36.2,4,N
8/28/2012 11:30,8/28/2012,11:30,19.6,35.7,5,N
8/29/2012 11:30,8/29/2012,11:30,22.6,34.8,,N
8/30/2012 11:30,8/30/2012,11:30,19.3,34.5,8,N
8/31/2012 11:30,8/31/2012,11:30,17.9,34.3,8,N
9/1/2012 11:30,9/1/2012,11:30,18.7,34.4,9,N
9/2/2012 11:30,9/2/2012,11:30,19.8,34.6,9,N
9/3/2012 11:30,9/3/2012,11:30,20.9,34.8,8,N
9/4/2012 11:30,9/4/2012,11:30,21,35.9,8,N
9/5/2012 11:30,9/5/2012,11:30,18.3,37.8,7,N
9/6/2012 11:30,9/6/2012,11:30,18.9,37.6,6,N
9/7/2012 11:30,9/7/2012,11:30,17.2,37.8,8,N
9/8/2012 11:30,9/8/2012,11:30,17.6,38.3,6,N
9/9/2012 11:30,9/9/2012,11:30,17,38.1,5,N
9/10/2012 11:30,9/10/2012,11:30,17.3,38.3,5,N
9/11/2012 11:30,9/11/2012,11:30,17.5,38.3,5,N
9/12/2012 11:30,9/12/2012,11:30,18.4,37,5,N
9/13/2012 11:30,9/13/2012,11:30,21.1,35.6,4,N
9/14/2012 11:30,9/14/2012,11:30,21.2,35.1,5,N
9/15/2012 11:30,9/15/2012,11:30,20,34.6,6,N
9/16/2012 11:30,9/16/2012,11:30,19.3,34.3,7,N
9/17/2012 11:30,9/17/2012,11:30,18.2,33.7,,N
9/18/2012 11:30,9/18/2012,11:30,18.7,33.8,9,N
9/19/2012 11:30,9/19/2012,11:30,19.4,33.9,8,N
9/20/2012 11:30,9/20/2012,11:30,19.9,34.4,7,N
9/21/2012 11:30,9/21/2012,11:30,15.3,35.3,5,N
9/22/2012 11:30,9/22/2012,11:30,16.4,35.2,5,N
9/23/2012 11:30,9/23/2012,11:30,18.1,35.3,5,N
9/24/2012 11:30,9/24/2012,11:30,18,34.8,6,N
9/25/2012 11:30,9/25/2012,11:30,20.9,33.7,5,N
9/26/2012 11:30,9/26/2012,11:30,18.7,33.6,5,N
9/27/2012 11:30,9/27/2012,11:30,19.4,33.2,5,N
9/28/2012 11:30,9/28/2012,11:30,17.4,33,5,N
9/29/2012 11:30,9/29/2012,11:30,18.1,32.9,6,N
9/30/2012 11:30,9/30/2012,11:30,18.5,32.8,,N
10/1/2012 11:30,10/1/2012,11:30,19,32.7,7,N
10/2/2012 11:30,10/2/2012,11:30,20.2,33.5,8,N
10/3/2012 11:30,10/3/2012,11:30,20.2,,8,N
10/4/2012 11:30,10/4/2012,11:30,19.3,,7,N
10/5/2012 11:30,10/5/2012,11:30,20.2,,,N
10/6/2012 11:30,10/6/2012,11:30,15.5,,15,N
10/7/2012 11:30,10/7/2012,11:30,14.4,,14,N
10/8/2012 11:30,10/8/2012,11:30,14.1,,12,N
10/9/2012 11:30,10/9/2012,11:30,17.2,,9,N
10/10/2012 11:30,10/10/2012,11:30,20.7,,5,Y
10/11/2012 11:30,10/11/2012,11:30,17.5,,8,N
10/12/2012 11:30,10/12/2012,11:30,17.9,,5,N
10/13/2012 11:30,10/13/2012,11:30,19.3,,5,N
10/14/2012 11:30,10/14/2012,11:30,18.9,,6,N
10/15/2012 11:30,10/15/2012,11:30,18.3,32.3,7,N
10/16/2012 11:30,10/16/2012,11:30,18.3,32.9,4,N
10/17/2012 11:30,10/17/2012,11:30,18.2,32.5,6,N
10/18/2012 11:30,10/18/2012,11:30,18.6,32.4,7,N
10/19/2012 11:30,10/19/2012,11:30,19.7,32.4,6,N
10/20/2012 11:30,10/20/2012,11:30,18.5,32.6,4,N
10/21/2012 11:30,10/21/2012,11:30,14.4,32.8,4,N
10/22/2012 11:30,10/22/2012,11:30,16.2,31.9,2,N
10/23/2012 11:30,10/23/2012,11:30,17,32,1,Y
10/24/2012 11:30,10/24/2012,11:30,16.7,31.7,2,N
10/25/2012 11:30,10/25/2012,11:30,17.4,31.7,2,N
10/26/2012 11:30,10/26/2012,11:30,17.9,31.6,2,N
10/27/2012 11:30,10/27/2012,11:30,17.8,31.5,3,N
10/28/2012 11:30,10/28/2012,11:30,17.7,31.5,3,N
10/29/2012 11:30,10/29/2012,11:30,18,31.4,3,N
10/30/2012 11:30,10/30/2012,11:30,17.7,31.3,4,N
10/31/2012 11:30,10/31/2012,11:30,17.3,,3,N
5/1/2013 11:30,5/1/2013,11:30,19.1,32.9,4,N
5/2/2013 11:30,5/2/2013,11:30,20.2,33,3,N
5/3/2013 11:30,5/3/2013,11:30,20.8,35,4,N
5/4/2013 11:30,5/4/2013,11:30,20.7,34.6,5,N
5/5/2013 11:30,5/5/2013,11:30,18.8,34.4,5,N
5/6/2013 11:30,5/6/2013,11:30,16.4,35.3,4,N
5/7/2013 11:30,5/7/2013,11:30,17.6,34.8,4,N
5/8/2013 11:30,5/8/2013,11:30,17.6,35.4,5,Y
5/9/2013 11:30,5/9/2013,11:30,17.9,34.8,4,N
5/10/2013 11:30,5/10/2013,11:30,18.2,34.2,4,N
5/11/2013 11:30,5/11/2013,11:30,19.5,34.2,8,N
5/12/2013 11:30,5/12/2013,11:30,20.5,34.9,5,N
5/13/2013 11:30,5/13/2013,11:30,,,,N
5/14/2013 11:30,5/14/2013,11:30,18.3,,6,N
5/15/2013 11:30,5/15/2013,11:30,19.6,,5,N
5/16/2013 11:30,5/16/2013,11:30,20.4,,11,N
5/17/2013 11:30,5/17/2013,11:30,22.2,,14,N
5/18/2013 11:30,5/18/2013,11:30,22.7,,10,N
5/19/2013 11:30,5/19/2013,11:30,22.8,,9,N
5/20/2013 11:30,5/20/2013,11:30,16.8,37.6,6,N
5/21/2013 11:30,5/21/2013,11:30,19.7,38.5,7,N
5/22/2013 11:30,5/22/2013,11:30,16.1,37.2,5,N
5/23/2013 11:30,5/23/2013,11:30,14.5,36.5,5,N
5/24/2013 11:30,5/24/2013,11:30,17.7,36.2,4,N
5/25/2013 11:30,5/25/2013,11:30,18,35.5,4,N
5/26/2013 11:30,5/26/2013,11:30,20.9,35.3,5,N
5/27/2013 11:30,5/27/2013,11:30,21.3,34.9,5,N
5/28/2013 11:30,5/28/2013,11:30,22.1,34.3,6,N
5/29/2013 11:30,5/29/2013,11:30,23,33.6,5,N
5/30/2013 11:30,5/30/2013,11:30,23,37,10,N
5/31/2013 11:30,5/31/2013,11:30,18.5,39.1,4,N
6/1/2013 11:30,6/1/2013,11:30,17.2,38.2,5,N
6/2/2013 11:30,6/2/2013,11:30,19.7,37.4,8,N
6/3/2013 11:30,6/3/2013,11:30,17.6,35.5,8,N
6/4/2013 11:30,6/4/2013,11:30,18.6,36,8,N
6/5/2013 11:30,6/5/2013,11:30,18.9,35.9,7,N
6/6/2013 11:30,6/6/2013,11:30,18.6,35.5,8,N
6/7/2013 11:30,6/7/2013,11:30,19.9,34.6,7,N
6/8/2013 11:30,6/8/2013,11:30,19.9,33.9,8,N
6/9/2013 11:30,6/9/2013,11:30,18.3,33.9,9,N
6/10/2013 11:30,6/10/2013,11:30,18.3,33.8,7,N
6/11/2013 11:30,6/11/2013,11:30,20.2,33.5,6,N
6/12/2013 11:30,6/12/2013,11:30,22.6,33.8,15,N
6/13/2013 11:30,6/13/2013,11:30,19.7,33.4,11,N
6/14/2013 11:30,6/14/2013,11:30,20.9,37.8,15,N
6/15/2013 11:30,6/15/2013,11:30,17.3,40,23,N
6/16/2013 11:30,6/16/2013,11:30,20.2,39,13,N
6/17/2013 11:30,6/17/2013,11:30,21,35.1,11,N
6/18/2013 11:30,6/18/2013,11:30,21.1,35.1,10,N
6/19/2013 11:30,6/19/2013,11:30,18.2,35.1,11,N
6/20/2013 11:30,6/20/2013,11:30,19.9,34.5,8,N
6/21/2013 11:30,6/21/2013,11:30,19.1,33.6,8,N
