DateTimeStamp,Date,Time,Temp,Sal,Turb,Attack
9/25/2015 11:30,9/25/2015,11:30,23.6,34.8,3,N
9/26/2015 11:30,9/26/2015,11:30,22.4,34.3,3,N
9/27/2015 11:30,9/27/2015,11:30,21.5,33.6,4,N
9/28/2015 11:30,9/28/2015,11:30,20.1,33.2,4,N
9/29/2015 11:30,9/29/2015,11:30,19.5,33,6,N
9/30/2015 11:30,9/30/2015,11:30,18.9,32.9,10,N
10/1/2015 11:30,10/1/2015,11:30,19.6,33,4,N
10/2/2015 11:30,10/2/2015,11:30,20.6,33.2,4,N
10/3/2015 11:30,10/3/2015,11:30,19.2,33.4,6,N
10/4/2015 11:30,10/4/2015,11:30,19.5,33.3,3,N
10/5/2015 11:30,10/5/2015,11:30,21.3,33.1,3,N
10/6/2015 11:30,10/6/2015,11:30,23,33.4,3,N
10/7/2015 11:30,10/7/2015,11:30,22.9,33.2,4,N
10/8/2015 11:30,10/8/2015,11:30,23.2,33.1,4,N
10/9/2015 11:30,10/9/2015,11:30,22.8,33,3,N
10/10/2015 11:30,10/10/2015,11:30,22.1,32.8,3,N
10/11/2015 11:30,10/11/2015,11:30,22,32.8,3,N
10/12/2015 11:30,10/12/2015,11:30,22,34.1,5,N
10/13/2015 11:30,10/13/2015,11:30,21.7,33.7,4,Y
10/14/2015 11:30,10/14/2015,11:30,21.2,33.4,4,N
10/15/2015 11:30,10/15/2015,11:30,21.5,33,5,N
10/16/2015 11:30,10/16/2015,11:30,22.1,32.8,6,N
10/17/2015 11:30,10/17/2015,11:30,21.4,32.7,6,N
10/18/2015 11:30,10/18/2015,11:30,21.6,32.8,4,N
10/19/2015 11:30,10/19/2015,11:30,18.4,33.4,7,N
10/20/2015 11:30,10/20/2015,11:30,19.5,33.6,8,N
10/21/2015 11:30,10/21/2015,11:30,21.2,33.5,6,N
10/22/2015 11:30,10/22/2015,11:30,19.6,33.1,4,N
10/23/2015 11:30,10/23/2015,11:30,20.4,32.9,4,N
10/24/2015 11:30,10/24/2015,11:30,20,32.7,4,N
10/25/2015 11:30,10/25/2015,11:30,19.2,32.5,4,N
10/26/2015 11:30,10/26/2015,11:30,19.2,32.1,5,N
10/27/2015 11:30,10/27/2015,11:30,18.8,31.9,7,N
10/28/2015 11:30,10/28/2015,11:30,18.8,31.8,7,N
10/29/2015 11:30,10/29/2015,11:30,18.4,31.8,7,N
10/30/2015 11:30,10/30/2015,11:30,18.4,31.9,8,N
10/31/2015 11:30,10/31/2015,11:30,18.8,32.2,5,N
5/1/2016 11:30,5/1/2016,11:30,19.6,35.6,5,N
5/2/2016 11:30,5/2/2016,11:30,18.9,34.4,5,N
5/3/2016 11:30,5/3/2016,11:30,20.6,33.9,6,N
5/4/2016 11:30,5/4/2016,11:30,18.3,33,5,N
5/5/2016 11:30,5/5/2016,11:30,21.1,32.6,5,N
5/6/2016 11:30,5/6/2016,11:30,18.2,32.4,7,N
5/7/2016 11:30,5/7/2016,11:30,17.6,31.7,5,N
5/8/2016 11:30,5/8/2016,11:30,21.2,31.6,5,N
5/9/2016 11:30,5/9/2016,11:30,19.7,32.6,7,N
5/10/2016 11:30,5/10/2016,11:30,17.7,32.2,4,N
5/11/2016 11:30,5/11/2016,11:30,18.3,32.7,4,N
5/12/2016 11:30,5/12/2016,11:30,17.4,32.6,4,N
5/13/2016 11:30,5/13/2016,11:30,16.7,33,5,N
5/14/2016 11:30,5/14/2016,11:30,18.9,32.9,20,N
5/15/2016 11:30,5/15/2016,11:30,21.5,34,7,N
5/16/2016 11:30,5/16/2016,11:30,19.5,34.9,5,N
5/17/2016 11:30,5/17/2016,11:30,19.8,34.7,5,N
5/18/2016 11:30,5/18/2016,11:30,20.1,35,6,N
5/19/2016 11:30,5/19/2016,11:30,21.1,33.8,7,N
5/20/2016 11:30,5/20/2016,11:30,18,34.6,7,N
5/21/2016 11:30,5/21/2016,11:30,19.1,34.9,5,N
5/22/2016 11:30,5/22/2016,11:30,20,35.4,4,N
5/23/2016 11:30,5/23/2016,11:30,20.2,36.7,6,N
5/24/2016 11:30,5/24/2016,11:30,21.3,35.2,4,N
5/25/2016 11:30,5/25/2016,11:30,20.6,36,5,N
5/26/2016 11:30,5/26/2016,11:30,19.3,35.9,5,N
5/27/2016 11:30,5/27/2016,11:30,21,35.5,4,N
5/28/2016 11:30,5/28/2016,11:30,24,35.7,4,N
5/29/2016 11:30,5/29/2016,11:30,18,37.3,9,Y
5/30/2016 11:30,5/30/2016,11:30,21.3,37.3,5,N
5/31/2016 11:30,5/31/2016,11:30,23.1,37.5,5,N
6/1/2016 11:30,6/1/2016,11:30,20.1,36.6,6,N
6/2/2016 11:30,6/2/2016,11:30,19.6,35.1,6,N
6/3/2016 11:30,6/3/2016,11:30,21,34.8,7,N
6/4/2016 11:30,6/4/2016,11:30,20.7,33.3,15,N
6/5/2016 11:30,6/5/2016,11:30,20.3,33.5,19,N
6/6/2016 11:30,6/6/2016,11:30,20.3,33.9,35,N
6/7/2016 11:30,6/7/2016,11:30,21.2,33.2,34,N
6/8/2016 11:30,6/8/2016,11:30,21.1,33.6,20,N
6/9/2016 11:30,6/9/2016,11:30,21.1,34.1,20,N
6/10/2016 11:30,6/10/2016,11:30,22.3,34.5,12,N
6/11/2016 11:30,6/11/2016,11:30,20,36.6,10,N
6/12/2016 11:30,6/12/2016,11:30,19.3,37.7,8,N
6/13/2016 11:30,6/13/2016,11:30,17.9,36.7,9,N
6/14/2016 11:30,6/14/2016,11:30,18.5,36.3,4,N
6/15/2016 11:30,6/15/2016,11:30,19.6,37.1,10,N
6/16/2016 11:30,6/16/2016,11:30,19.5,36.7,,N
6/17/2016 11:30,6/17/2016,11:30,19.6,34.9,6,N
6/18/2016 11:30,6/18/2016,11:30,21.2,35,3,N
6/19/2016 11:30,6/19/2016,11:30,20.3,34.8,3,N
6/20/2016 11:30,6/20/2016,11:30,22,35.6,48,N
6/21/2016 11:30,6/21/2016,11:30,21.7,35.1,3,N
6/22/2016 11:30,6/22/2016,11:30,21.8,35.5,4,N
6/23/2016 11:30,6/23/2016,11:30,22.2,35,2,N
6/24/2016 11:30,6/24/2016,11:30,24,35.8,3,N
6/25/2016 11:30,6/25/2016,11:30,21,35.5,3,N
6/26/2016 11:30,6/26/2016,11:30,22.3,38.2,2,N
6/27/2016 11:30,6/27/2016,11:30,20.3,38.4,3,N
6/28/2016 11:30,6/28/2016,11:30,20.3,37.2,3,N
6/29/2016 11:30,6/29/2016,11:30,18.8,36.7,3,N
6/30/2016 11:30,6/30/2016,11:30,18.3,36.2,6,N
7/1/2016 11:30,7/1/2016,11:30,17.6,35.6,4,N
7/2/2016 11:30,7/2/2016,11:30,18.7,35.1,3,N
7/3/2016 11:30,7/3/2016,11:30,18.9,33.9,4,N
7/4/2016 11:30,7/4/2016,11:30,18.8,33.8,3,N
7/5/2016 11:30,7/5/2016,11:30,20,33.3,43,N
7/6/2016 11:30,7/6/2016,11:30,19.4,33.4,5,N
7/7/2016 11:30,7/7/2016,11:30,19.6,33.2,3,Y
7/8/2016 11:30,7/8/2016,11:30,20.6,33.4,10,Y
7/9/2016 11:30,7/9/2016,11:30,22.8,33.9,8,N
7/10/2016 11:30,7/10/2016,11:30,20,36.9,9,N
7/11/2016 11:30,7/11/2016,11:30,19.7,36.4,8,N
7/12/2016 11:30,7/12/2016,11:30,19.9,35.1,7,N
7/13/2016 11:30,7/13/2016,11:30,21,34.6,8,N
7/14/2016 11:30,7/14/2016,11:30,21.3,34,6,N
7/15/2016 11:30,7/15/2016,11:30,18.9,33.7,8,Y
7/16/2016 11:30,7/16/2016,11:30,19,33.3,21,N
7/17/2016 11:30,7/17/2016,11:30,18.2,33,,N
7/18/2016 11:30,7/18/2016,11:30,19.8,34.8,15,N
7/19/2016 11:30,7/19/2016,11:30,19.8,34.7,3,N
7/20/2016 11:30,7/20/2016,11:30,20.1,34.6,5,N
7/21/2016 11:30,7/21/2016,11:30,21.6,34.5,6,N
7/22/2016 11:30,7/22/2016,11:30,21.7,34.2,23,N
7/23/2016 11:30,7/23/2016,11:30,22.4,34.6,3,N
7/24/2016 11:30,7/24/2016,11:30,20.4,35,3,N
7/25/2016 11:30,7/25/2016,11:30,18.5,36.2,3,N
7/26/2016 11:30,7/26/2016,11:30,20.9,35.6,5,N
7/27/2016 11:30,7/27/2016,11:30,20.7,35.4,4,N
7/28/2016 11:30,7/28/2016,11:30,21.3,35.2,,N
7/29/2016 11:30,7/29/2016,11:30,20.8,34.7,4,N
7/30/2016 11:30,7/30/2016,11:30,20.3,34.2,3,N
7/31/2016 11:30,7/31/2016,11:30,20,33.3,15,N
8/1/2016 11:30,8/1/2016,11:30,19.5,32.8,4,N
8/2/2016 11:30,8/2/2016,11:30,19.3,32.4,3,N
8/3/2016 11:30,8/3/2016,11:30,19.5,32.5,4,N
8/4/2016 11:30,8/4/2016,11:30,18.7,32.6,5,N
8/5/2016 11:30,8/5/2016,11:30,19.7,32.3,3,N
8/6/2016 11:30,8/6/2016,11:30,18.4,32.5,5,N
8/7/2016 11:30,8/7/2016,11:30,19,32.7,4,N
8/8/2016 11:30,8/8/2016,11:30,19.1,33.9,3,N
8/9/2016 11:30,8/9/2016,11:30,18,34,3,N
8/10/2016 11:30,8/10/2016,11:30,17.1,33.5,3,N
8/11/2016 11:30,8/11/2016,11:30,17.8,33.3,4,N
8/12/2016 11:30,8/12/2016,11:30,18.2,33.2,4,N
8/13/2016 11:30,8/13/2016,11:30,20.2,32.7,2,N
8/14/2016 11:30,8/14/2016,11:30,20.7,32.9,5,N
8/15/2016 11:30,8/15/2016,11:30,18.6,34.2,4,N
8/16/2016 11:30,8/16/2016,11:30,19.8,33.8,,N
8/17/2016 11:30,8/17/2016,11:30,20.9,33.2,,N
8/18/2016 11:30,8/18/2016,11:30,20,32.8,,N
8/19/2016 11:30,8/19/2016,11:30,19.2,32.6,5,N
8/20/2016 11:30,8/20/2016,11:30,19.3,32.8,4,N
8/21/2016 11:30,8/21/2016,11:30,19.2,32.9,4,N
8/22/2016 11:30,8/22/2016,11:30,18.9,33.2,3,N
8/23/2016 11:30,8/23/2016,11:30,18.7,33.3,4,N
8/24/2016 11:30,8/24/2016,11:30,19.6,33.3,3,N
8/25/2016 11:30,8/25/2016,11:30,18.1,33.3,4,N
8/26/2016 11:30,8/26/2016,11:30,18.9,32.7,5,N
8/27/2016 11:30,8/27/2016,11:30,19.3,32.8,5,N
8/28/2016 11:30,8/28/2016,11:30,20,32.4,4,N
8/29/2016 11:30,8/29/2016,11:30,20.9,32,5,N
8/30/2016 11:30,8/30/2016,11:30,21.4,31.8,4,N
8/31/2016 11:30,8/31/2016,11:30,21.5,31.7,5,N
9/1/2016 11:30,9/1/2016,11:30,20.8,31.8,4,Y
9/2/2016 11:30,9/2/2016,11:30,21.2,31.9,4,N
9/3/2016 11:30,9/3/2016,11:30,20.2,31.8,5,N
9/4/2016 11:30,9/4/2016,11:30,19.9,32,7,N
9/5/2016 11:30,9/5/2016,11:30,19.8,32.4,4,N
9/6/2016 11:30,9/6/2016,11:30,17.1,33.3,3,N
9/7/2016 11:30,9/7/2016,11:30,17.5,33.2,3,N
9/8/2016 11:30,9/8/2016,11:30,18.5,33.1,4,N
9/9/2016 11:30,9/9/2016,11:30,16.5,33,3,N
9/10/2016 11:30,9/10/2016,11:30,17.7,32.7,3,N
9/11/2016 11:30,9/11/2016,11:30,17.6,32.8,4,N
9/12/2016 11:30,9/12/2016,11:30,18.6,34.8,4,N
9/13/2016 11:30,9/13/2016,11:30,18,34.4,4,N
9/14/2016 11:30,9/14/2016,11:30,19.1,34,3,N
9/15/2016 11:30,9/15/2016,11:30,20.5,33.7,4,N
9/16/2016 11:30,9/16/2016,11:30,19.8,33.4,4,N
9/17/2016 11:30,9/17/2016,11:30,20.1,33.2,5,N
9/18/2016 11:30,9/18/2016,11:30,20.5,33.2,6,N
9/19/2016 11:30,9/19/2016,11:30,20.7,33.1,6,N
9/20/2016 11:30,9/20/2016,11:30,21.8,33.3,5,N
9/21/2016 11:30,9/21/2016,11:30,19.6,33.9,5,N
9/22/2016 11:30,9/22/2016,11:30,15.7,33.8,3,N
9/23/2016 11:30,9/23/2016,11:30,16.6,34,4,N
9/24/2016 11:30,9/24/2016,11:30,16.4,34.2,4,N
9/25/2016 11:30,9/25/2016,11:30,22.1,33.9,3,N
9/26/2016 11:30,9/26/2016,11:30,24.3,33.2,4,N
9/27/2016 11:30,9/27/2016,11:30,23.6,33.2,4,N
9/28/2016 11:30,9/28/2016,11:30,21.5,33,4,N
9/29/2016 11:30,9/29/2016,11:30,20.1,33,5,N
9/30/2016 11:30,9/30/2016,11:30,19.6,32.9,5,N
10/1/2016 11:30,10/1/2016,11:30,19.2,33,5,N
10/2/2016 11:30,10/2/2016,11:30,19.2,33.1,5,N
10/3/2016 11:30,10/3/2016,11:30,18.7,33.2,5,N
10/4/2016 11:30,10/4/2016,11:30,19.2,33.3,5,N
10/5/2016 11:30,10/5/2016,11:30,16.9,33,6,N
10/6/2016 11:30,10/6/2016,11:30,13.3,34.6,11,N
10/7/2016 11:30,10/7/2016,11:30,14.1,34.8,8,N
10/8/2016 11:30,10/8/2016,11:30,14.8,35.3,6,N
10/9/2016 11:30,10/9/2016,11:30,15.2,35.3,13,N
10/10/2016 11:30,10/10/2016,11:30,17,34.2,5,N
10/11/2016 11:30,10/11/2016,11:30,20.4,32.9,5,N
10/12/2016 11:30,10/12/2016,11:30,20,32.7,4,N
10/13/2016 11:30,10/13/2016,11:30,18.5,32.7,4,N
10/14/2016 11:30,10/14/2016,11:30,17.7,32.7,4,N
10/15/2016 11:30,10/15/2016,11:30,18.2,32,4,N
10/16/2016 11:30,10/16/2016,11:30,18.1,30.5,4,N
10/17/2016 11:30,10/17/2016,11:30,18,30.3,5,N
10/18/2016 11:30,10/18/2016,11:30,17.9,30.4,21,N
10/19/2016 11:30,10/19/2016,11:30,18,30.5,7,N
10/20/2016 11:30,10/20/2016,11:30,18,30.3,5,N
10/21/2016 11:30,10/21/2016,11:30,14.8,30.8,6,N
10/22/2016 11:30,10/22/2016,11:30,17.3,31.1,3,N
10/23/2016 11:30,10/23/2016,11:30,16.3,31,4,N
10/24/2016 11:30,10/24/2016,11:30,17.7,30.9,4,N
10/25/2016 11:30,10/25/2016,11:30,17.5,31.7,4,N
10/26/2016 11:30,10/26/2016,11:30,18.3,31.5,4,N
10/27/2016 11:30,10/27/2016,11:30,17.2,31.5,4,N
10/28/2016 11:30,10/28/2016,11:30,17.4,30.5,4,N
10/29/2016 11:30,10/29/2016,11:30,18.6,30.2,4,N
10/30/2016 11:30,10/30/2016,11:30,17.9,29.4,3,N
10/31/2016 11:30,10/31/2016,11:30,17.9,29.8,3,N
